date,KO
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,2.58
2016-06-09,2.94
2016-06-10,4.56
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,6.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,6.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,2.76
2016-07-13,2.76
2016-07-14,0.0
2016-07-15,1.86
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,3.48
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,2.1
2016-07-29,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,9.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,7.47
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,8.01
2016-09-01,0.0
2016-09-02,9.36
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,6.12
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,12.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,6.24
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,4.8
2016-09-28,0.0
2016-09-29,8.16
2016-09-30,6.72
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,4.29
2016-10-07,0.0
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,11.0
2016-10-11,0.0
2016-10-12,7.26
2016-10-13,0.0
2016-10-14,0.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,5.5
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,6.6
2016-10-21,6.16
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,5.94
2016-10-25,8.03
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,5.0
2016-11-04,4.3
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,4.05
2016-11-13,2.95
2016-11-14,2.3000000000000003
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-19,4.15
2016-11-20,0.0
2016-11-21,4.3
2016-11-22,2.2
2016-11-23,3.0
2016-11-24,0.0
2016-11-25,3.1
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,2.5
2016-11-29,1.9
2016-11-30,2.5500000000000003
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,10.03
2016-12-08,0.0
2016-12-09,17.0
2016-12-10,0.0
2016-12-11,12.750000000000002
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,11.73
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,15.81
2016-12-24,0.0
2016-12-25,10.2
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,4.32
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,8.28
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,2.88
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,2.61
2017-01-20,5.13
2017-01-21,3.42
2017-01-22,0.0
2017-01-23,5.67
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,4.859999999999999
2017-01-28,0.0
2017-01-29,9.0
2017-01-30,0.0
2017-01-31,2.79
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,8.540000000000001
2017-02-17,0.0
2017-02-18,7.840000000000001
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,14.000000000000002
2017-02-24,0.0
2017-02-25,10.64
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,6.580000000000001
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,11.7
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,6.3
2017-03-16,7.02
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,12.96
2017-03-24,6.48
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,18.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,6.66
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,5.33
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,4.42
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,5.59
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,13.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,7.41
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,6.37
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,5.2
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,4.16
2017-05-28,12.22
2017-05-29,0.0
2017-05-30,13.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,13.86
2017-06-03,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,8.58
2017-06-08,13.86
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,11.0
2017-06-13,0.0
2017-06-14,16.94
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,0.0
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-24,22.0
2017-06-25,11.44
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,10.34
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,5.17
2017-07-02,0.0
2017-07-03,8.36
2017-07-04,7.37
2017-07-05,0.0
2017-07-06,4.62
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,11.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,4.84
2017-07-27,0.0
2017-07-28,5.17
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,4.07
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,3.41
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,2.64
2017-08-10,0.0
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,0.0
2017-08-14,0.0
2017-08-15,5.94
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,5.39
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,3.63
2017-08-24,0.0
2017-08-25,0.0
2017-08-26,0.0
2017-08-27,11.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,0.0
2017-09-03,0.0
2017-09-04,0.0
2017-09-05,11.05
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,13.6
2017-09-15,0.0
2017-09-16,13.090000000000002
2017-09-17,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,11.05
2017-09-25,0.0
2017-09-26,7.99
2017-09-27,0.0
2017-09-28,17.0
2017-09-29,13.6
2017-09-30,0.0
2017-10-01,0.0
2017-10-02,3.24
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-06,0.0
2017-10-07,6.3
2017-10-08,0.0
2017-10-09,7.56
2017-10-10,5.76
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,18.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,7.92
2017-10-21,0.0
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,4.14
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.0
2017-11-04,0.0
2017-11-05,0.0
2017-11-06,0.0
2017-11-07,4.83
2017-11-08,8.82
2017-11-09,0.0
2017-11-10,0.0
2017-11-11,0.0
2017-11-12,0.0
2017-11-13,0.0
2017-11-14,7.14
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,0.0
2017-11-19,6.93
2017-11-20,0.0
2017-11-21,6.51
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,21.0
2017-11-25,0.0
2017-11-26,19.11
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,2.9400000000000004
2017-12-02,0.0
2017-12-03,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,3.5000000000000004
2017-12-07,0.0
2017-12-08,0.0
2017-12-09,3.3600000000000003
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,14.000000000000002
2017-12-18,3.3600000000000003
2017-12-19,0.0
2017-12-20,6.0200000000000005
2017-12-21,5.880000000000001
2017-12-22,8.82
2017-12-23,0.0
2017-12-24,6.44
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2017-12-30,3.78
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,6.24
2018-01-05,0.0
2018-01-06,0.0
2018-01-07,13.44
2018-01-08,0.0
2018-01-09,4.8
2018-01-10,9.6
2018-01-11,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,6.96
2018-01-16,5.279999999999999
2018-01-17,24.0
2018-01-18,6.96
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,7.439999999999999
2018-01-23,5.04
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,7.439999999999999
2018-01-29,0.0
2018-01-30,5.52
2018-01-31,0.0
2018-02-01,9.8
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,0.0
2018-02-12,0.0
2018-02-13,10.4
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-17,15.6
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,20.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,11.88
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,8.82
2018-03-11,18.0
2018-03-12,6.3
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,7.38
2018-03-30,8.459999999999999
2018-03-31,9.9
2018-04-01,0.0
2018-04-02,23.0
2018-04-03,0.0
2018-04-04,8.05
2018-04-05,0.0
2018-04-06,13.57
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,4.83
2018-04-10,12.19
2018-04-11,16.79
2018-04-12,0.0
2018-04-13,4.6000000000000005
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,19.32
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,5.0600000000000005
2018-05-01,8.459999999999999
2018-05-02,0.0
2018-05-03,6.66
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,8.82
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,5.94
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,9.72
2018-05-15,13.86
2018-05-16,18.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,7.739999999999999
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,12.6
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,12.6
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,5.040000000000001
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-23,14.000000000000002
2018-06-24,12.18
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,8.96
2018-06-29,10.080000000000002
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-04,3.96
2018-07-05,4.68
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,3.84
2018-07-10,4.2
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-15,12.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,5.64
2018-07-21,0.0
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,3.96
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,5.16
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,11.97
2018-08-06,14.07
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,21.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,9.66
2018-08-14,0.0
2018-08-15,7.56
2018-08-16,0.0
2018-08-17,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,14.7
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,9.66
2018-08-26,0.0
2018-08-27,8.61
2018-08-28,10.92
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,7.56
2018-09-01,12.8
2018-09-02,0.0
2018-09-03,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,12.48
2018-09-07,0.0
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,0.0
2018-09-18,4.64
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,16.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,8.64
2018-09-27,6.24
2018-09-28,0.0
2018-09-29,0.0
2018-09-30,0.0
2018-10-01,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-06,0.0
2018-10-07,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,32.0
2018-10-12,0.0
2018-10-13,0.0
2018-10-14,16.0
2018-10-15,13.12
2018-10-16,7.04
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,17.6
2018-10-20,11.2
2018-10-21,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,7.36
2018-10-25,0.0
2018-10-26,0.0
2018-10-27,0.0
2018-10-28,10.56
2018-10-29,0.0
2018-10-30,12.48
2018-10-31,11.2
2018-11-01,0.0
2018-11-02,0.0
2018-11-03,0.0
2018-11-04,0.0
2018-11-05,15.5
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-10,31.0
2018-11-11,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,0.0
2018-11-18,0.0
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,11.78
2018-11-22,0.0
2018-11-23,0.0
2018-11-24,0.0
2018-11-25,22.94
2018-11-26,0.0
2018-11-27,12.09
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,20.46
2018-12-01,0.0
2018-12-02,0.0
2018-12-03,9.12
2018-12-04,18.24
2018-12-05,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-08,0.0
2018-12-09,6.24
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,6.48
2018-12-13,4.32
2018-12-14,0.0
2018-12-15,5.52
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,5.279999999999999
2018-12-19,24.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-22,0.0
2018-12-23,5.04
2018-12-24,0.0
2018-12-25,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.0
2018-12-31,0.0
2019-01-01,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,17.7
2019-01-05,21.3
2019-01-06,0.0
2019-01-07,0.0
2019-01-08,8.4
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,0.0
2019-01-15,12.0
2019-01-16,0.0
2019-01-17,13.5
2019-01-18,0.0
2019-01-19,0.0
2019-01-20,17.4
2019-01-21,0.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,30.0
2019-01-25,20.1
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,20.4
2019-01-29,23.4
2019-01-30,0.0
2019-01-31,8.4
2019-02-01,0.0
2019-02-02,0.0
2019-02-03,12.920000000000002
2019-02-04,7.48
2019-02-05,8.5
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,11.56
2019-02-09,0.0
2019-02-10,8.16
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,10.2
2019-02-14,0.0
2019-02-15,0.0
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,0.0
2019-02-19,11.22
2019-02-20,8.84
2019-02-21,0.0
2019-02-22,8.16
2019-02-23,34.0
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,18.5
2019-03-02,19.25
2019-03-03,0.0
2019-03-04,13.5
2019-03-05,13.5
2019-03-06,15.0
2019-03-07,0.0
2019-03-08,0.0
2019-03-09,17.5
2019-03-10,25.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,11.25
2019-03-15,11.5
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,14.25
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,23.5
2019-03-28,0.0
2019-03-29,0.0
2019-03-30,0.0
2019-03-31,0.0
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,11.5
2019-04-05,0.0
2019-04-06,23.0
2019-04-07,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,4.140000000000001
2019-04-11,0.0
2019-04-12,0.0
2019-04-13,0.0
2019-04-14,0.0
2019-04-15,7.13
2019-04-16,6.44
2019-04-17,0.0
2019-04-18,3.68
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,7.13
2019-04-23,12.65
2019-04-24,0.0
2019-04-25,8.280000000000001
2019-04-26,0.0
2019-04-27,0.0
2019-04-28,7.590000000000001
2019-04-29,4.6000000000000005
2019-04-30,4.140000000000001
2019-05-01,4.8
2019-05-02,8.4
2019-05-03,16.32
2019-05-04,0.0
2019-05-05,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,9.36
2019-05-09,0.0
2019-05-10,9.6
2019-05-11,11.28
2019-05-12,13.68
2019-05-13,8.879999999999999
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,24.0
2019-05-18,0.0
2019-05-19,5.52
2019-05-20,7.92
2019-05-21,4.56
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,7.439999999999999
2019-05-28,10.08
2019-05-29,0.0
2019-05-30,9.36
2019-05-31,0.0
2019-06-01,7.56
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,6.93
2019-06-06,0.0
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,4.68
2019-06-15,0.0
2019-06-16,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-22,0.0
2019-06-23,5.58
2019-06-24,0.0
2019-06-25,3.96
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-06-29,0.0
2019-06-30,9.0
2019-07-01,0.0
2019-07-02,1.61
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,2.7300000000000004
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,1.8200000000000005
2019-07-19,1.61
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,3.71
2019-07-25,3.1500000000000004
2019-07-26,7.000000000000001
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,7.31
2019-08-09,0.0
2019-08-10,17.0
2019-08-11,15.47
2019-08-12,9.52
2019-08-13,0.0
2019-08-14,9.69
2019-08-15,11.22
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,10.2
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,7.65
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,15.3
2019-08-31,13.090000000000002
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,0.0
2019-09-04,9.0
2019-09-05,0.0
2019-09-06,8.91
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,3.42
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,4.95
2019-09-23,5.22
2019-09-24,6.029999999999999
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,3.78
2019-10-01,0.0
2019-10-02,5.6000000000000005
2019-10-03,0.0
2019-10-04,16.0
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,10.0
2019-10-10,5.800000000000001
2019-10-11,20.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,6.800000000000001
2019-10-20,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,7.6
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,7.2
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,11.66
2019-11-02,9.02
2019-11-03,0.0
2019-11-04,22.0
2019-11-05,0.0
2019-11-06,20.02
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,17.82
2019-11-10,0.0
